"El municipio en cifras"
"080193: Barcelona (Barcelonès)"
https://www.idescat.cat/emex/?id=080193&lang=es
"Instituto de Estadística de Cataluña"

tema,temaid,tabla,tablaid,concepto,conceptoid,tiempo,unidad,fuente,valormun,valorcom,valorcat
"Sectores económicos",g170,"Cabezas de ganado. Por especies",t140,"Conejas madres",f146,2020,,,0,0,138400
"Sectores económicos",g170,"Cabezas de ganado. Por especies",t140,Equinas,f147,2020,,,0,0,13380
"Sectores económicos",g170,"Construcción de viviendas",t12,"Viviendas iniciadas de protección oficial",f13,2022,,"Departament de Drets Socials",514,621,1530
"Sectores económicos",g170,"Construcción de viviendas",t12,"Viviendas iniciadas",f14,2022,,"Departament de Drets Socials",2518,3961,16311
"Sectores económicos",g170,"Alojamientos turísticos",t182,Hoteles,f215,2022,,"Idescat, a partir de los datos del Departamento de Empresa y Trabajo.",745,787,3120
"Sectores económicos",g170,"Alojamientos turísticos",t182,"Plazas de hoteles",f216,2022,,"Idescat, a partir de los datos del Departamento de Empresa y Trabajo.",82038,88174,323064
"Sectores económicos",g170,"Alojamientos turísticos",t182,Campings,f217,2022,,"Idescat, a partir de los datos del Departamento de Empresa y Trabajo.",0,0,353
"Sectores económicos",g170,"Alojamientos turísticos",t182,"Plazas de campings",f218,2022,,"Idescat, a partir de los datos del Departamento de Empresa y Trabajo.",0,0,270342
"Sectores económicos",g170,"Alojamientos turísticos",t182,"Turismo rural",f219,2022,,"Idescat, a partir de los datos del Departamento de Empresa y Trabajo.",0,0,2588
"Sectores económicos",g170,"Alojamientos turísticos",t182,"Plazas de turismo rural",f220,2022,,"Idescat, a partir de los datos del Departamento de Empresa y Trabajo.",0,0,20963
"Sectores económicos",g170,"Parque de vehículos",t18,Turismos,f19,2021,,"Idescat, a partir de datos de la DGT.",537077,745789,3524212
"Sectores económicos",g170,"Parque de vehículos",t18,Motocicletas,f325,2021,,"Idescat, a partir de datos de la DGT.",253690,312065,901489
"Sectores económicos",g170,"Parque de vehículos",t18,"Vehículos industriales",f272,2021,,"Idescat, a partir de datos de la DGT.",94294,130706,764171
"Sectores económicos",g170,"Parque de vehículos",t18,Otros,f326,2021,,"Idescat, a partir de datos de la DGT.",18512,25001,176896
"Sectores económicos",g170,"Parque de vehículos",t18,Total,f163,2021,,"Idescat, a partir de datos de la DGT.",903573,1213561,5366768
"Medio ambiente",g205,"Residuos municipales",t204,"Generación per cápita",f366,2021,kg/hab./día,"Agència de Residus de Catalunya.",1.22,1.20,1.42
"Medio ambiente",g205,"Residuos municipales",t204,"Recogida selectiva",f368,2021,%,"Agència de Residus de Catalunya.",40.6,37.0,46.7
"Medio ambiente",g205,"Residuos industriales",t207,"Establecimientos con declaración anual de residuos",f371,2021,,"Agència de Residus de Catalunya.",791,1421,15622
"Medio ambiente",g205,"Residuos industriales",t207,"Generación de residuos",f369,2021,toneladas,"Agència de Residus de Catalunya.",159883.13,213094.85,3823878.74
